"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count","Ontology"
"GO:0008625","extrinsic apoptotic signaling pathway via death domain receptors","5/389","71/12185",0.0761003536471041,0.380022144157913,0.326985818523493,"BRCA1/HMGB2/CASP8AP2/TNFRSF10B/TNFRSF10C",5,"BP"
"GO:0043279","response to alkaloid","5/389","71/12185",0.0761003536471041,0.380022144157913,0.326985818523493,"CHEK1/MDM2/RAD51/BLM/CCNA2",5,"BP"
"GO:0048145","regulation of fibroblast proliferation","5/389","72/12185",0.0797525760301474,0.397425310741427,0.341960179248762,"CDC6/E2F1/CCNA2/CCNB1/CDKN1A",5,"BP"
"GO:2000279","negative regulation of DNA biosynthetic process","3/389","32/12185",0.0810448276441216,0.399539840641295,0.343779602934277,"CHEK1/PIF1/CDKN1A",3,"BP"
"GO:0001780","neutrophil homeostasis","2/389","15/12185",0.0811854198694765,0.399539840641295,0.343779602934277,"HMGB1/MTHFD1",2,"BP"
"GO:0009164","nucleoside catabolic process","2/389","15/12185",0.0811854198694765,0.399539840641295,0.343779602934277,"NUDT1/UPP1",2,"BP"
"GO:0043173","nucleotide salvage","2/389","15/12185",0.0811854198694765,0.399539840641295,0.343779602934277,"DCK/UPP1",2,"BP"
"GO:0046653","tetrahydrofolate metabolic process","2/389","15/12185",0.0811854198694765,0.399539840641295,0.343779602934277,"MTHFD1/SHMT1",2,"BP"
"GO:1905564","positive regulation of vascular endothelial cell proliferation","2/389","15/12185",0.0811854198694765,0.399539840641295,0.343779602934277,"HMGB1/NRARP",2,"BP"
"GO:2001243","negative regulation of intrinsic apoptotic signaling pathway","6/389","95/12185",0.0831694419123671,0.408458188896067,0.351453296293452,"RTKN2/HELLS/DDIAS/MDM2/ATAD5/RRM2B",6,"BP"
"GO:0051258","protein polymerization","12/389","240/12185",0.0835881641717149,0.409668177806529,0.352494417765908,"STMN1/PSRC1/CENPJ/MZT1/TUBGCP3/NDE1/HAUS8/UBE2S/TPX2/UBE2C/FBXO5/TMSB15A",12,"BP"
"GO:0031398","positive regulation of protein ubiquitination","6/389","96/12185",0.0864644554606471,0.422893025987568,0.363873590989901,"CDC20/FANCI/PLK1/BRCA1/UBE2S/UBE2C",6,"BP"
"GO:1905168","positive regulation of double-strand break repair via homologous recombination","3/389","33/12185",0.0871343195976222,0.425088637183738,0.365762780173152,"RAD51AP1/TIMELESS/YEATS4",3,"BP"
"GO:0051101","regulation of DNA binding","5/389","74/12185",0.0873329846483225,0.425088637183738,0.365762780173152,"HMGB1/CDT1/HJURP/E2F1/HMGB2",5,"BP"
"GO:1901875","positive regulation of post-translational protein modification","8/389","143/12185",0.0874498710908068,0.425088637183738,0.365762780173152,"CDC20/FANCI/PLK1/BRCA1/UBE2S/UBE2C/DEK/SUV39H1",8,"BP"
"GO:0006998","nuclear envelope organization","4/389","53/12185",0.0883836048213552,0.427007781830003,0.367414086794808,"NEMP1/VRK1/PLK1/LMNB2",4,"BP"
"GO:0046824","positive regulation of nucleocytoplasmic transport","4/389","53/12185",0.0883836048213552,0.427007781830003,0.367414086794808,"CDK1/MDM2/ECT2/ANP32B",4,"BP"
"GO:0050871","positive regulation of B cell activation","4/389","53/12185",0.0883836048213552,0.427007781830003,0.367414086794808,"ATAD5/MSH2/NSD2/CDKN1A",4,"BP"
"GO:0009163","nucleoside biosynthetic process","2/389","16/12185",0.0908877920838285,0.433815826874017,0.373271993276007,"TK1/DTYMK",2,"BP"
"GO:0010526","retrotransposon silencing","2/389","16/12185",0.0908877920838285,0.433815826874017,0.373271993276007,"ZNF93/MYBL1",2,"BP"
"GO:0021846","cell proliferation in forebrain","2/389","16/12185",0.0908877920838285,0.433815826874017,0.373271993276007,"KIF14/RRM1",2,"BP"
"GO:0033151","V(D)J recombination","2/389","16/12185",0.0908877920838285,0.433815826874017,0.373271993276007,"HMGB1/HMGB2",2,"BP"
"GO:0034404","nucleobase-containing small molecule biosynthetic process","2/389","16/12185",0.0908877920838285,0.433815826874017,0.373271993276007,"TK1/DTYMK",2,"BP"
"GO:2000758","positive regulation of peptidyl-lysine acetylation","2/389","16/12185",0.0908877920838285,0.433815826874017,0.373271993276007,"BRCA1/DEK",2,"BP"
"GO:0018209","peptidyl-serine modification","12/389","244/12185",0.0917202655906831,0.43691196655121,0.375936032154197,"CLSPN/CDC7/MASTL/CDK1/POGLUT3/CDK2/VRK1/PLK1/AURKA/TTK/PBK/PKN3",12,"BP"
"GO:0021543","pallium development","8/389","145/12185",0.0929371863972587,0.441823384132568,0.380162006673418,"ASPM/KIF14/H2AX/ARHGAP11B/NDE1/WDR62/TACC3/EZH2",8,"BP"
"GO:0010833","telomere maintenance via telomere lengthening","5/389","76/12185",0.0952758015082707,0.452037086197923,0.388950272781952,"DCLRE1B/NEK2/RAD51/PIF1/AURKB",5,"BP"
"GO:0007405","neuroblast proliferation","4/389","55/12185",0.0980959306322281,0.464490093850212,0.399665324425287,"ASPM/RACGAP1/NDE1/WDR62",4,"BP"
"GO:0034614","cellular response to reactive oxygen species","7/389","123/12185",0.0987269563053554,0.466548658325705,0.401436593285143,"NET1/CDK1/MDM2/PCNA/ECT2/EZH2/FANCC",7,"BP"
"GO:0009070","serine family amino acid biosynthetic process","2/389","17/12185",0.100907862705199,0.469389412231426,0.403880888322592,"MTHFD1/SHMT1",2,"BP"
"GO:0014856","skeletal muscle cell proliferation","2/389","17/12185",0.100907862705199,0.469389412231426,0.403880888322592,"NDC80/DSN1",2,"BP"
"GO:0032197","retrotransposition","2/389","17/12185",0.100907862705199,0.469389412231426,0.403880888322592,"ZNF93/MYBL1",2,"BP"
"GO:0043931","ossification involved in bone maturation","2/389","17/12185",0.100907862705199,0.469389412231426,0.403880888322592,"RFLNB/SNX10",2,"BP"
"GO:0046827","positive regulation of protein export from nucleus","2/389","17/12185",0.100907862705199,0.469389412231426,0.403880888322592,"MDM2/ANP32B",2,"BP"
"GO:0061952","midbody abscission","2/389","17/12185",0.100907862705199,0.469389412231426,0.403880888322592,"CEP55/KIF20A",2,"BP"
"GO:1903902","positive regulation of viral life cycle","2/389","17/12185",0.100907862705199,0.469389412231426,0.403880888322592,"HMGB1/KPNA2",2,"BP"
"GO:1904355","positive regulation of telomere capping","2/389","17/12185",0.100907862705199,0.469389412231426,0.403880888322592,"NEK2/AURKB",2,"BP"
"GO:0051098","regulation of binding","11/389","223/12185",0.101712083365247,0.47220629327967,0.406304642225892,"STMN1/HMGB1/PLK1/CDT1/AURKB/HJURP/E2F1/AURKA/HMGB2/GMNN/CDKN1A",11,"BP"
"GO:0016064","immunoglobulin mediated immune response","5/389","78/12185",0.103573290733305,0.479909770122938,0.412933013019006,"EXO1/UNG/ATAD5/MSH2/NSD2",5,"BP"
"GO:0051261","protein depolymerization","6/389","101/12185",0.103993971996561,0.480921539758415,0.413803578925492,"STMN1/KIF2C/KIF18A/KIF18B/TPX2/KIF24",6,"BP"
"GO:0036260","RNA capping","3/389","36/12185",0.106498311630624,0.490593966562001,0.42212611076765,"SNRPF/SNRPD1/SNRPG",3,"BP"
"GO:0052372","modulation by symbiont of entry into host","3/389","36/12185",0.106498311630624,0.490593966562001,0.42212611076765,"TRIM22/HMGB1/TRIM59",3,"BP"
"GO:0034504","protein localization to nucleus","13/389","277/12185",0.107062529241665,0.492063180717789,0.423390279713333,"SESN2/HDGF/CDK1/POLA2/NUP107/MDM2/PLK1/KPNA2/LMNB2/NUP35/RANGAP1/ECT2/CDKN1A",13,"BP"
"GO:0002449","lymphocyte mediated immunity","8/389","150/12185",0.107498778595232,0.492063180717789,0.423390279713333,"EXO1/UNG/HMGB1/ATAD5/MSH2/NSD2/TUBB/TUBB4B",8,"BP"
"GO:0001701","in utero embryonic development","15/389","330/12185",0.10774128523068,0.492063180717789,0.423390279713333,"NASP/STIL/NEK2/CHEK1/BRCA2/CCNB2/ASF1B/RRM2/MSH2/GINS1/PLK4/CCNB1/XRCC2/NCAPG2/GINS4",15,"BP"
"GO:0019724","B cell mediated immunity","5/389","79/12185",0.107852300022704,0.492063180717789,0.423390279713333,"EXO1/UNG/ATAD5/MSH2/NSD2",5,"BP"
"GO:2000781","positive regulation of double-strand break repair","5/389","79/12185",0.107852300022704,0.492063180717789,0.423390279713333,"FOXM1/RAD51AP1/TIMELESS/YEATS4/DPF1",5,"BP"
"GO:0007339","binding of sperm to zona pellucida","2/389","18/12185",0.111215584207481,0.502584493652439,0.432443226165971,"SPA17/ATP8B3",2,"BP"
"GO:0010224","response to UV-B","2/389","18/12185",0.111215584207481,0.502584493652439,0.432443226165971,"MSH2/CDKN1A",2,"BP"
"GO:0035065","regulation of histone acetylation","2/389","18/12185",0.111215584207481,0.502584493652439,0.432443226165971,"BRCA1/DEK",2,"BP"
"GO:2000773","negative regulation of cellular senescence","2/389","18/12185",0.111215584207481,0.502584493652439,0.432443226165971,"RBL1/FBXO5",2,"BP"
"GO:2001224","positive regulation of neuron migration","2/389","18/12185",0.111215584207481,0.502584493652439,0.432443226165971,"KIF20B/WDR62",2,"BP"
"GO:0016233","telomere capping","3/389","37/12185",0.113295937070944,0.510046292457639,0.438863647784776,"DCLRE1B/NEK2/AURKB",3,"BP"
"GO:0031056","regulation of histone modification","3/389","37/12185",0.113295937070944,0.510046292457639,0.438863647784776,"BRCA1/DEK/SUV39H1",3,"BP"
"GO:0031396","regulation of protein ubiquitination","9/389","178/12185",0.116726310736521,0.524496107033478,0.451296829690697,"CDC20/FANCI/PLK1/BRCA1/UBE2S/UBE2C/MAD2L1/FBXO5/MTBP",9,"BP"
"GO:0002712","regulation of B cell mediated immunity","3/389","38/12185",0.120253662753889,0.53606850126509,0.461254167330811,"ATAD5/MSH2/NSD2",3,"BP"
"GO:0002889","regulation of immunoglobulin mediated immune response","3/389","38/12185",0.120253662753889,0.53606850126509,0.461254167330811,"ATAD5/MSH2/NSD2",3,"BP"
"GO:0043903","regulation of biological process involved in symbiotic interaction","3/389","38/12185",0.120253662753889,0.53606850126509,0.461254167330811,"TRIM22/HMGB1/TRIM59",3,"BP"
"GO:0006607","NLS-bearing protein import into nucleus","2/389","19/12185",0.12178249502867,0.53606850126509,0.461254167330811,"KPNA2/NUP35",2,"BP"
"GO:0009220","pyrimidine ribonucleotide biosynthetic process","2/389","19/12185",0.12178249502867,0.53606850126509,0.461254167330811,"DCK/UPP1",2,"BP"
"GO:0032196","transposition","2/389","19/12185",0.12178249502867,0.53606850126509,0.461254167330811,"ZNF93/MYBL1",2,"BP"
"GO:0034656","nucleobase-containing small molecule catabolic process","2/389","19/12185",0.12178249502867,0.53606850126509,0.461254167330811,"NUDT1/UPP1",2,"BP"
"GO:0045589","regulation of regulatory T cell differentiation","2/389","19/12185",0.12178249502867,0.53606850126509,0.461254167330811,"FANCA/FANCD2",2,"BP"
"GO:0048799","animal organ maturation","2/389","19/12185",0.12178249502867,0.53606850126509,0.461254167330811,"RFLNB/SNX10",2,"BP"
"GO:0070977","bone maturation","2/389","19/12185",0.12178249502867,0.53606850126509,0.461254167330811,"RFLNB/SNX10",2,"BP"
"GO:0071295","cellular response to vitamin","2/389","19/12185",0.12178249502867,0.53606850126509,0.461254167330811,"MDM2/BRIP1",2,"BP"
"GO:0045860","positive regulation of protein kinase activity","10/389","206/12185",0.123938759281186,0.544551628117152,0.468553379284647,"CLSPN/PSRC1/KIF14/BORA/TPX2/ECT2/CENPE/CDKN1A/EZH2/TNFRSF10B",10,"BP"
"GO:0000387","spliceosomal snRNP assembly","3/389","39/12185",0.127364547121246,0.558571085806646,0.480616265404119,"SNRPF/SNRPD1/SNRPG",3,"BP"
"GO:0018105","peptidyl-serine phosphorylation","11/389","235/12185",0.132342885253389,0.576136344659126,0.495730096615673,"CLSPN/CDC7/MASTL/CDK1/CDK2/VRK1/PLK1/AURKA/TTK/PBK/PKN3",11,"BP"
"GO:0035036","sperm-egg recognition","2/389","20/12185",0.132581649359925,0.576136344659126,0.495730096615673,"SPA17/ATP8B3",2,"BP"
"GO:0042278","purine nucleoside metabolic process","2/389","20/12185",0.132581649359925,0.576136344659126,0.495730096615673,"MACROD2/NUDT1",2,"BP"
"GO:0045736","negative regulation of cyclin-dependent protein serine/threonine kinase activity","2/389","20/12185",0.132581649359925,0.576136344659126,0.495730096615673,"PLK1/CDKN1A",2,"BP"
"GO:1904030","negative regulation of cyclin-dependent protein kinase activity","2/389","20/12185",0.132581649359925,0.576136344659126,0.495730096615673,"PLK1/CDKN1A",2,"BP"
"GO:0032434","regulation of proteasomal ubiquitin-dependent protein catabolic process","7/389","133/12185",0.133357686272181,0.578451131877689,0.497721829479153,"CDC20/SVIP/CDK2/MDM2/PLK1/AURKA/PBK",7,"BP"
"GO:0051262","protein tetramerization","4/389","62/12185",0.135688513717571,0.587489247917426,0.505498575694067,"RRM1/SHMT1/TK1/RRM2",4,"BP"
"GO:0007286","spermatid development","6/389","110/12185",0.139782672706234,0.604115296404941,0.51980427381476,"KNL1/MNS1/BRIP1/HMGB2/TRIP13/FANCG",6,"BP"
"GO:1990830","cellular response to leukemia inhibitory factor","5/389","86/12185",0.140116451761204,0.604458812770201,0.520099848642695,"HELLS/SHMT1/NUP35/MYBL2/SNX10",5,"BP"
"GO:0009147","pyrimidine nucleoside triphosphate metabolic process","2/389","21/12185",0.143587549782927,0.612994325060226,0.527444135062781,"DUT/DTYMK",2,"BP"
"GO:0045066","regulatory T cell differentiation","2/389","21/12185",0.143587549782927,0.612994325060226,0.527444135062781,"FANCA/FANCD2",2,"BP"
"GO:0101023","vascular endothelial cell proliferation","2/389","21/12185",0.143587549782927,0.612994325060226,0.527444135062781,"HMGB1/NRARP",2,"BP"
"GO:1905562","regulation of vascular endothelial cell proliferation","2/389","21/12185",0.143587549782927,0.612994325060226,0.527444135062781,"HMGB1/NRARP",2,"BP"
"GO:0000302","response to reactive oxygen species","8/389","161/12185",0.143642338686809,0.612994325060226,0.527444135062781,"SESN2/NET1/CDK1/MDM2/PCNA/ECT2/EZH2/FANCC",8,"BP"
"GO:0051495","positive regulation of cytoskeleton organization","8/389","161/12185",0.143642338686809,0.612994325060226,0.527444135062781,"STIL/SASS6/GPSM2/PSRC1/SYNPO2L/CENPJ/SPAG5/PLK4",8,"BP"
"GO:0006913","nucleocytoplasmic transport","13/389","294/12185",0.147928251929876,0.629025858385181,0.541238289237831,"NDC1/CDK1/POLA2/NUP107/MDM2/KPNA2/NUP35/RANBP1/RANGAP1/ECT2/CDKN1A/NUP205/ANP32B",13,"BP"
"GO:0051169","nuclear transport","13/389","294/12185",0.147928251929876,0.629025858385181,0.541238289237831,"NDC1/CDK1/POLA2/NUP107/MDM2/KPNA2/NUP35/RANBP1/RANGAP1/ECT2/CDKN1A/NUP205/ANP32B",13,"BP"
"GO:1990823","response to leukemia inhibitory factor","5/389","88/12185",0.150033708746239,0.636839510160377,0.547961458823201,"HELLS/SHMT1/NUP35/MYBL2/SNX10",5,"BP"
"GO:0002262","myeloid cell homeostasis","7/389","138/12185",0.152657899955834,0.646823223164026,0.55655183340686,"RACGAP1/HMGB1/MTHFD1/HMGB2/SLC25A40/NCAPG2/FANCC",7,"BP"
"GO:0033598","mammary gland epithelial cell proliferation","2/389","22/12185",0.154776082645946,0.652309837676267,0.561272729714583,"IQGAP3/BRCA2",2,"BP"
"GO:0051291","protein heterooligomerization","2/389","22/12185",0.154776082645946,0.652309837676267,0.561272729714583,"RRM1/RRM2",2,"BP"
"GO:1901659","glycosyl compound biosynthetic process","2/389","22/12185",0.154776082645946,0.652309837676267,0.561272729714583,"TK1/DTYMK",2,"BP"
"GO:0006513","protein monoubiquitination","3/389","43/12185",0.157199699369059,0.659483154772227,0.567444930461855,"UBE2T/DTL/UHRF1",3,"BP"
"GO:0071763","nuclear membrane organization","3/389","43/12185",0.157199699369059,0.659483154772227,0.567444930461855,"NEMP1/VRK1/PLK1",3,"BP"
"GO:0016570","histone modification","6/389","114/12185",0.157310453830817,0.659483154772227,0.567444930461855,"YEATS4/AURKB/BRCA1/UHRF1/DEK/SUV39H1",6,"BP"
"GO:0009166","nucleotide catabolic process","4/389","66/12185",0.159419757593224,0.667149232040656,0.574041121207623,"UNG/DUT/MBD4/UPP1",4,"BP"
"GO:0002285","lymphocyte activation involved in immune response","6/389","115/12185",0.161836865600155,0.676074217102934,0.581720525133849,"EXO1/UNG/HMGB1/ATAD5/MSH2/NSD2",6,"BP"
"GO:0002637","regulation of immunoglobulin production","3/389","44/12185",0.164971372517766,0.685551791815624,0.589875398666057,"ATAD5/MSH2/NSD2",3,"BP"
"GO:0097035","regulation of membrane lipid distribution","3/389","44/12185",0.164971372517766,0.685551791815624,0.589875398666057,"TLCD2/ATP8B3/XKR5",3,"BP"
"GO:0003283","atrial septum development","2/389","23/12185",0.166124456073117,0.685551791815624,0.589875398666057,"MDM2/NSD2",2,"BP"
"GO:0045652","regulation of megakaryocyte differentiation","2/389","23/12185",0.166124456073117,0.685551791815624,0.589875398666057,"H4C14/HMGB2",2,"BP"
"GO:1901658","glycosyl compound catabolic process","2/389","23/12185",0.166124456073117,0.685551791815624,0.589875398666057,"NUDT1/UPP1",2,"BP"
"GO:1901985","positive regulation of protein acetylation","2/389","23/12185",0.166124456073117,0.685551791815624,0.589875398666057,"BRCA1/DEK",2,"BP"
"GO:1902042","negative regulation of extrinsic apoptotic signaling pathway via death domain receptors","2/389","23/12185",0.166124456073117,0.685551791815624,0.589875398666057,"BRCA1/HMGB2",2,"BP"
"GO:0048515","spermatid differentiation","6/389","116/12185",0.166418864583397,0.685576501065397,0.589896659464635,"KNL1/MNS1/BRIP1/HMGB2/TRIP13/FANCG",6,"BP"
"GO:0006606","protein import into nucleus","7/389","142/12185",0.168978872789061,0.69491830557024,0.597934711034686,"CDK1/POLA2/NUP107/KPNA2/NUP35/ECT2/CDKN1A",7,"BP"
"GO:0051972","regulation of telomerase activity","3/389","45/12185",0.172854273796735,0.70962799449886,0.61059149893111,"NEK2/PIF1/AURKB",3,"BP"
"GO:1903322","positive regulation of protein modification by small protein conjugation or removal","6/389","118/12185",0.175745012534536,0.719219218025735,0.618844160318847,"CDC20/FANCI/PLK1/BRCA1/UBE2S/UBE2C",6,"BP"
"GO:0032259","methylation","11/389","250/12185",0.176866180983217,0.719219218025735,0.618844160318847,"SUV39H2/HELLS/SNRPF/KMT5A/SNRPD1/DNMT1/SNRPG/MIS18A/NSD2/EZH2/SUV39H1",11,"BP"
"GO:0002347","response to tumor cell","2/389","24/12185",0.177611140505304,0.719219218025735,0.618844160318847,"HMGB1/TNFRSF10B",2,"BP"
"GO:0006346","DNA methylation-dependent heterochromatin formation","2/389","24/12185",0.177611140505304,0.719219218025735,0.618844160318847,"HELLS/DNMT1",2,"BP"
"GO:0035025","positive regulation of Rho protein signal transduction","2/389","24/12185",0.177611140505304,0.719219218025735,0.618844160318847,"NET1/SYNPO2L",2,"BP"
"GO:0045922","negative regulation of fatty acid metabolic process","2/389","24/12185",0.177611140505304,0.719219218025735,0.618844160318847,"ERLIN1/BRCA1",2,"BP"
"GO:0046427","positive regulation of receptor signaling pathway via JAK-STAT","2/389","24/12185",0.177611140505304,0.719219218025735,0.618844160318847,"USP1/CENPJ",2,"BP"
"GO:0071353","cellular response to interleukin-4","2/389","24/12185",0.177611140505304,0.719219218025735,0.618844160318847,"TUBA1B/MCM2",2,"BP"
"GO:0097306","cellular response to alcohol","4/389","69/12185",0.178142983671517,0.720146041134688,0.61964163493333,"MDM2/RAD51/BLM/BRCA1",4,"BP"
"GO:0007338","single fertilization","4/389","70/12185",0.184543099962394,0.744752034992548,0.640813588109966,"CDK1/SPA17/TUBGCP3/ATP8B3",4,"BP"
"GO:0042149","cellular response to glucose starvation","3/389","47/12185",0.188926299852234,0.75464091334043,0.649322363271021,"SESN2/UPP1/SUV39H1",3,"BP"
"GO:0043627","response to estrogen","3/389","47/12185",0.188926299852234,0.75464091334043,0.649322363271021,"MDM2/BRCA1/DTYMK",3,"BP"
"GO:0002052","positive regulation of neuroblast proliferation","2/389","25/12185",0.189215811674757,0.75464091334043,0.649322363271021,"ASPM/WDR62",2,"BP"
"GO:0009218","pyrimidine ribonucleotide metabolic process","2/389","25/12185",0.189215811674757,0.75464091334043,0.649322363271021,"DCK/UPP1",2,"BP"
"GO:0030890","positive regulation of B cell proliferation","2/389","25/12185",0.189215811674757,0.75464091334043,0.649322363271021,"ATAD5/CDKN1A",2,"BP"
"GO:0043094","cellular metabolic compound salvage","2/389","25/12185",0.189215811674757,0.75464091334043,0.649322363271021,"DCK/UPP1",2,"BP"
"GO:0070670","response to interleukin-4","2/389","25/12185",0.189215811674757,0.75464091334043,0.649322363271021,"TUBA1B/MCM2",2,"BP"
"GO:0051170","import into nucleus","7/389","147/12185",0.190400494569267,0.758093761459208,0.652293327952191,"CDK1/POLA2/NUP107/KPNA2/NUP35/ECT2/CDKN1A",7,"BP"
"GO:1901292","nucleoside phosphate catabolic process","4/389","71/12185",0.191017293772262,0.759277771399109,0.653312096108969,"UNG/DUT/MBD4/UPP1",4,"BP"
"GO:0006473","protein acetylation","5/389","96/12185",0.192429918636925,0.762343194333286,0.655949705107975,"YEATS4/BRCA1/DEK/ESCO2/DSCC1",5,"BP"
"GO:0046822","regulation of nucleocytoplasmic transport","5/389","96/12185",0.192429918636925,0.762343194333286,0.655949705107975,"CDK1/MDM2/RANGAP1/ECT2/ANP32B",5,"BP"
"GO:0000578","embryonic axis specification","2/389","26/12185",0.200919295919374,0.790703917881379,0.680352373599415,"STIL/NRARP",2,"BP"
"GO:0048854","brain morphogenesis","2/389","26/12185",0.200919295919374,0.790703917881379,0.680352373599415,"FANCD2/FANCC",2,"BP"
"GO:1904353","regulation of telomere capping","2/389","26/12185",0.200919295919374,0.790703917881379,0.680352373599415,"NEK2/AURKB",2,"BP"
"GO:1904894","positive regulation of receptor signaling pathway via STAT","2/389","26/12185",0.200919295919374,0.790703917881379,0.680352373599415,"USP1/CENPJ",2,"BP"
"GO:1901873","regulation of post-translational protein modification","11/389","258/12185",0.203197392280094,0.798347440412865,0.686929157373158,"CDC20/FANCI/PLK1/BRCA1/UBE2S/UBE2C/MAD2L1/DEK/FBXO5/MTBP/SUV39H1",11,"BP"
"GO:0016573","histone acetylation","3/389","49/12185",0.205361585120702,0.804191907466075,0.691957963911425,"YEATS4/BRCA1/DEK",3,"BP"
"GO:1904705","regulation of vascular associated smooth muscle cell proliferation","3/389","49/12185",0.205361585120702,0.804191907466075,0.691957963911425,"MDM2/DNMT1/CDKN1A",3,"BP"
"GO:1903900","regulation of viral life cycle","5/389","99/12185",0.209321367851454,0.818350150300832,0.704140266162353,"TRIM22/HMGB1/TOP2A/KPNA2/TRIM59",5,"BP"
"GO:0008585","female gonad development","4/389","74/12185",0.210851427042566,0.822978394220329,0.708122587060248,"NUP107/BRCA2/FANCA/FANCG",4,"BP"
"GO:1904385","cellular response to angiotensin","2/389","27/12185",0.212703517745902,0.828846330626243,0.713171587541479,"CDC6/BRIP1",2,"BP"
"GO:2001242","regulation of intrinsic apoptotic signaling pathway","7/389","154/12185",0.222102214833441,0.862661952766836,0.74226786273098,"RTKN2/HELLS/DDIAS/MDM2/ATAD5/BBC3/RRM2B",7,"BP"
"GO:1990874","vascular associated smooth muscle cell proliferation","3/389","51/12185",0.222107326501179,0.862661952766836,0.74226786273098,"MDM2/DNMT1/CDKN1A",3,"BP"
"GO:0046545","development of primary female sexual characteristics","4/389","76/12185",0.224384175300057,0.863687371507632,0.743150172858016,"NUP107/BRCA2/FANCA/FANCG",4,"BP"
"GO:0009112","nucleobase metabolic process","2/389","28/12185",0.224551449554782,0.863687371507632,0.743150172858016,"RRM1/SHMT1",2,"BP"
"GO:0019730","antimicrobial humoral response","2/389","28/12185",0.224551449554782,0.863687371507632,0.743150172858016,"PLA2G6/H2BC8",2,"BP"
"GO:1902230","negative regulation of intrinsic apoptotic signaling pathway in response to DNA damage","2/389","28/12185",0.224551449554782,0.863687371507632,0.743150172858016,"DDIAS/ATAD5",2,"BP"
"GO:1990776","response to angiotensin","2/389","28/12185",0.224551449554782,0.863687371507632,0.743150172858016,"CDC6/BRIP1",2,"BP"
"GO:2000756","regulation of peptidyl-lysine acetylation","2/389","28/12185",0.224551449554782,0.863687371507632,0.743150172858016,"BRCA1/DEK",2,"BP"
"GO:0018393","internal peptidyl-lysine acetylation","3/389","52/12185",0.230580565445594,0.882592599137159,0.759416965269579,"YEATS4/BRCA1/DEK",3,"BP"
"GO:0032210","regulation of telomere maintenance via telomerase","3/389","52/12185",0.230580565445594,0.882592599137159,0.759416965269579,"NEK2/PIF1/AURKB",3,"BP"
"GO:0048524","positive regulation of viral process","3/389","52/12185",0.230580565445594,0.882592599137159,0.759416965269579,"HMGB1/TOP2A/KPNA2",3,"BP"
"GO:0007265","Ras protein signal transduction","12/389","294/12185",0.231034989289124,0.882910240418404,0.759690276169855,"STMN1/GPSM2/IQGAP3/KIF14/NET1/SYNPO2L/FOXM1/RACGAP1/CDK2/RASSF1/CCNA2/CDKN1A",12,"BP"
"GO:0021591","ventricular system development","2/389","29/12185",0.236447063442634,0.899255471685024,0.773754348242588,"CENPF/ANP32B",2,"BP"
"GO:1902742","apoptotic process involved in development","2/389","29/12185",0.236447063442634,0.899255471685024,0.773754348242588,"CHEK1/XKR5",2,"BP"
"GO:1904707","positive regulation of vascular associated smooth muscle cell proliferation","2/389","29/12185",0.236447063442634,0.899255471685024,0.773754348242588,"MDM2/DNMT1",2,"BP"
"GO:0001578","microtubule bundle formation","4/389","78/12185",0.238134239997597,0.901535700454329,0.775716345673565,"PSRC1/MNS1/PLK1/KIF20A",4,"BP"
"GO:0050864","regulation of B cell activation","4/389","78/12185",0.238134239997597,0.901535700454329,0.775716345673565,"ATAD5/MSH2/NSD2/CDKN1A",4,"BP"
"GO:1901293","nucleoside phosphate biosynthetic process","10/389","240/12185",0.238184442526428,0.901535700454329,0.775716345673565,"RRM1/MTHFD1/DUT/SHMT1/TK1/RRM2/DTYMK/DCK/UPP1/RRM2B",10,"BP"
"GO:0006919","activation of cysteine-type endopeptidase activity involved in apoptotic process","3/389","53/12185",0.239112383083048,0.903609116992693,0.777500393825389,"BBC3/CASP8AP2/ANP32B",3,"BP"
"GO:0034599","cellular response to oxidative stress","9/389","213/12185",0.241337543757252,0.910570383350776,0.783490137878599,"SESN2/NET1/CDK1/MDM2/PCNA/FANCD2/ECT2/EZH2/FANCC",9,"BP"
"GO:0010035","response to inorganic substance","15/389","383/12185",0.24342404640039,0.916987255616049,0.789011464102023,"NET1/CDK1/TESMIN/CDK2/TIMELESS/MDM2/RAD51/BLM/DTYMK/PCNA/ECT2/CCNA2/NUDT1/EZH2/FANCC",15,"BP"
"GO:0071260","cellular response to mechanical stimulus","3/389","54/12185",0.24769668240551,0.928283101334106,0.798730848655833,"CHEK1/CASP8AP2/TNFRSF10B",3,"BP"
"GO:0009069","serine family amino acid metabolic process","2/389","30/12185",0.248375285001469,0.928283101334106,0.798730848655833,"MTHFD1/SHMT1",2,"BP"
"GO:0009988","cell-cell recognition","2/389","30/12185",0.248375285001469,0.928283101334106,0.798730848655833,"SPA17/ATP8B3",2,"BP"
"GO:0042304","regulation of fatty acid biosynthetic process","2/389","30/12185",0.248375285001469,0.928283101334106,0.798730848655833,"ERLIN1/BRCA1",2,"BP"
"GO:0045581","negative regulation of T cell differentiation","2/389","30/12185",0.248375285001469,0.928283101334106,0.798730848655833,"HMGB1/NRARP",2,"BP"
"GO:0002440","production of molecular mediator of immune response","6/389","133/12185",0.251626181087285,0.938956722832775,0.807914847314873,"EXO1/UNG/ATAD5/MSH2/POLQ/NSD2",6,"BP"
