Entrez_ID,SYMBOL
220213,OTUD1
56243,KIAA1217
57584,ARHGAP21
56952,PRTFDC1
79896,THNSL1
57512,GPR158
23590,PDSS1
10006,ABI1
22852,ANKRD26
10730,YME1L1
84930,MASTL
91452,ACBD5
22931,RAB18
143098,MPP7
220906,WAC-AS1
51322,WAC
25805,BAMBI
102724316,SVIL-AS1
6840,SVIL
57608,JCAD
55149,MTPAP
1326,MAP3K8
645954,SVIL2P
220929,ZNF438
220930,ZEB1-AS1
6935,ZEB1
94134,ARHGAP12
3799,KIF5B
80314,EPC1
79741,CCDC7
3688,ITGB1
8829,NRP1
56288,PARD3
8453,CUL2
1390,CREM
219771,CCNY
8325,FZD8
57209,ZNF248
219749,ZNF25
7581,ZNF33A
7587,ZNF37A
399744,LINC00999
441666,LOC441666
100129482,ZNF37BP
7582,ZNF33B
9790,BMS1
55454,CSGALNACT2
221002,RASGEF1A
3185,HNRNPF
8187,ZNF239
220992,ZNF485
7580,ZNF32
414208,ZNF32-AS2
6387,CXCL12
643236,TMEM72
83937,RASSF4
11067,DEPP1
220979,ZNF22-AS1
7570,ZNF22
220972,MARCHF8
93550,ZFAND4
253725,WASHC2C
119016,AGAP4
728407,PARGP1
100287932,TIMM23
8031,NCOA4
653268,AGAP7P
728113,ANXA8L1
643650,LINC00842
5540,NPY4R
9721,GPRIN2
83849,SYT15
414241,SHLD2P1
399761,BMS1P1
2658,GDF2
118738,ZNF488
653145,ANXA8
642517,AGAP9
642826,BMS1P2
439965,SHLD2P3
102724488,SYT15B
100996758,NPY4R2
414224,AGAP12P
143162,FRMPD2
5599,MAPK8
58504,ARHGAP22
196740,VSTM4
118461,C10orf71
2074,ERCC6
55753,OGDHL
8505,PARG
100652748,TIMM23B
414189,AGAP6
100421577,FAM21EP
387680,WASHC2A
56624,ASAH2
259230,SGMS1
104355295,SGMS1-AS1
653308,ASAH2B
5592,PRKG1
23283,CSTF2T
22943,DKK1
11130,ZWINT
253430,IPMK
55847,CISD1
7321,UBE2D1
7019,TFAM
80114,BICC1
220965,FAM13C
220963,SLC16A9
8030,CCDC6
288,ANK3
983,CDK1
9886,RHOBTB1
84159,ARID5B
219790,RTKN2
84890,ADO
1959,EGR2
29982,NRBF2
221037,JMJD1C
84989,JMJD1C-AS1
221035,REEP3
29119,CTNNA3
347731,LRRTM3
23411,SIRT1
26091,HERC4
84665,MYPN
64081,PBLD
3189,HNRNPH3
55680,RUFY2
1763,DNA2
8034,SLC25A16
80312,TET1
55749,CCAR1
219736,STOX1
79009,DDX50
9188,DDX21
26128,KIFBP
9559,VPS26A
6832,SUPV3L1
80201,HKDC1
3098,HK1
6865,TACR2
23555,TSPAN15
219738,FAM241B
1305,COL13A1
55506,MACROH2A2
84883,AIFM2
219743,TYSND1
56681,SAR1A
5464,PPA1
55222,LRRC20
1979,EIF4EBP2
27143,PALD1
140766,ADAMTS14
8879,SGPL1
5092,PCBD1
219699,UNC5B
728978,UNC5B-AS1
55315,SLC29A3
64115,VSIR
5660,PSAP
9469,CHST3
9806,SPOCK2
51008,ASCC1
119504,ANAPC16
54541,DDIT4
54788,DNAJB12
10367,MICU1
90550,MCU
5033,P4HA1
25961,NUDT13
11319,ECD
317662,FAM149B1
23234,DNAJC9
414245,DNAJC9-AS1
51021,MRPS16
118491,CFAP70
310,ANXA7
118490,MSS51
5532,PPP3CB
159195,USP54
58529,MYOZ1
79933,SYNPO2L
729092,AGAP5
729096,BMS1P4
2749,GLUD1P3
9632,SEC24C
170384,FUT11
118487,CHCHD1
23053,ZSWIM8
100507331,ZSWIM8-AS1
8509,NDST2
818,CAMK2G
5328,PLAU
7414,VCL
26985,AP3M1
132,ADK
23522,KAT6B
51207,DUSP13B
142891,SAMD8
7417,VDAC2
118881,COMTD1
84858,ZNF503
100131213,ZNF503-AS2
3778,KCNMA1
9231,DLG5
100128292,DLG5-AS1
11128,POLR3A
6229,RPS24
57178,ZMIZ1
10105,PPIF
219654,ZCCHC24
143244,EIF5AL1
650623,BEND3P3
101060691,NUTM2B-AS1
729262,NUTM2B
642361,LOC642361
80195,TMEM254
311,ANXA11
84293,PRXL2A
81619,TSPAN14
10718,NRG3
27069,GHITM
92211,CDHR1
54462,CCSER2
2894,GRID1
23063,WAPL
11155,LDB3
657,BMPR1A
79812,MMRN2
6623,SNCG
2746,GLUD1
54537,SHLD2
728118,NUTM2A
728190,NUTM2A-AS1
439994,LINC00863
728130,NUTM2D
9562,MINPP1
9060,PAPSS2
84896,ATAD1
142913,CFL1P1
100144748,KLLN
5728,PTEN
57559,STAMBPL1
59,ACTA2
355,FAS
3988,LIPA
3434,IFIT1
24138,IFIT5
387700,SLC16A12
53354,PANK1
9585,KIF20B
3363,HTR7
10556,RPP30
27063,ANKRD1
119369,NUDT9P1
84333,PCGF5
143279,HECTD2
5507,PPP1R3C
80351,TNKS2
143282,FGFBP3
9044,BTAF1
22849,CPEB3
54708,MARCHF5
3416,IDE
3832,KIF11
54536,EXOC6
26509,MYOF
55165,CEP55
118924,FRA10AC1
159371,SLC35G1
266971,PIPSL
51196,PLCE1
64318,NOC3L
23232,TBC1D12
3070,HELLS
9124,PDLIM1
10580,SORBS1
5832,ALDH18A1
26123,TCTN3
953,ENTPD1
54619,CCNJ
9849,ZNF518A
7093,TLL2
56889,TM9SF3
118788,PIK3AP1
728658,RPL13AP5
102723665,LOC102723665
84458,LCOR
26148,NA
84986,ARHGAP19
10023,FRAT1
23401,FRAT2
23223,RRP12
644215,LOC644215
5223,PGAM1
51013,EXOSC1
84287,ZDHHC16
64210,MMS19
80019,UBTD1
26287,ANKRD2
112817,HOGA1
118812,MORN4
55361,PI4K2A
60370,AVPI1
83742,MARVELD1
118813,ZFYVE27
6425,SFRP5
55118,CRTAC1
27291,R3HCC1L
84171,LOXL4
84795,PYROXD2
3257,HPS1
26507,CNNM1
2805,GOT1
81894,SLC25A28
57089,ENTPD7
1355,COX15
51076,CUTC
23268,DNMBP
10613,ERLIN1
1147,CHUK
55280,CWF19L1
282991,BLOC1S2
6319,SCD
90271,OLMALINC
25956,SEC31B
4714,NDUFB8
55662,HIF1AN
55719,SLF2
57715,SEMA4G
84545,MRPL43
56652,TWNK
84445,LZTS2
81855,SFXN3
81621,KAZALD1
8945,BTRC
27343,POLL
25911,DPCD
6468,FBXW4
10360,NPM3
10724,OGA
30819,KCNIP2
79591,ARMH3
79803,HPS6
8861,LDB1
23082,PPRC1
9221,NOLC1
8729,GBF1
4791,NFKB2
5662,PSD
79176,FBXL15
79004,CUEDC2
100505761,C10orf95-AS1
79847,MFSD13A
10121,ACTR1A
51684,SUFU
81603,TRIM8
403,ARL3
118980,SFXN2
54838,WBP1L
119032,BORCS7
57412,AS3MT
54805,CNNM2
22978,NT5C2
729020,RPEL1
9118,INA
84108,PCGF6
6877,TAF5
84833,ATP5MK
22984,PDCD11
51063,CALHM2
9148,NEURL1
9644,SH3PXD2A
79991,STN1
9748,SLK
119392,SFR1
9446,GSTO1
119391,GSTO2
85450,ITPRIP
159686,CFAP58
22986,SORCS3
114815,SORCS1
7511,XPNPEP1
120,ADD3
4601,MXI1
10285,SMNDC1
1847,DUSP5
9126,SMC3
282996,RBM20
282997,PDCD4-AS1
27250,PDCD4
92482,BBIP1
8036,SHOC2
150,ADRA2A
57678,GPAM
64429,ZDHHC6
143187,VTI1A
6934,TCF7L2
4892,NRAP
840,CASP7
9937,DCLRE1A
374354,NHLRC2
153,ADRB1
55088,CCDC186
84632,AFAP1L2
3983,ABLIM1
57700,FHIP2A
142940,TRUB1
26033,ATRNL1
2674,GFRA1
259217,HSPA12A
57698,SHTN1
6571,SLC18A2
118987,PDZD8
22841,RAB11FIP2
63877,FAM204A
143384,CACUL1
340719,NANOS1
8661,EIF3A
404636,DENND10
119559,SFXN4
10935,PRDX3
2869,GRK5
6001,RGS10
7073,TIAL1
9531,BAG3
22876,INPP5F
79892,MCMBP
11196,SEC23IP
196051,PLPP4
55717,WDR11
2263,FGFR2
11101,ATE1
54780,NSMCE4A
10579,TACC2
59338,PLEKHA1
5654,HTRA1
80007,C10orf88
118672,PSTK
64376,IKZF5
36,ACADSB
9184,BUB3
119587,CPXM2
51363,CHST15
4942,OAT
64077,LHPP
9679,FAM53B
399818,EEF1AKMT2
23172,ABRAXAS2
54764,ZRANB1
1488,CTBP2
26098,EDRF1
7390,UROS
56647,BCCIP
55760,DHX32
92565,FANK1
8038,ADAM12
1793,DOCK1
642938,INSYN2A
5791,PTPRE
4288,MKI67
4255,MGMT
387723,C10orf143
119437,CTAGE7P
10539,GLRX3
55844,PPP2R2D
664,BNIP3
282973,JAKMIP3
10570,DPYSL4
282974,STK32C
80313,LRRC27
170394,PWWP2B
3632,INPP5A
54777,CFAP46
85442,KNDC1
101,ADAM8
10844,TUBGCP2
118472,ZNF511
282969,FUOM
1892,ECHS1
196743,PAOX
92170,MTG1
503542,SPRN
100133161,LINC01001
51272,BET1L
60626,RIC8A
23410,SIRT3
5719,PSMD13
80162,PGGHG
10581,IFITM2
8519,IFITM1
10410,IFITM3
338707,B4GALNT4
59307,SIGIRR
81490,PTDSS2
6050,RNH1
115399,LRRC56
3265,HRAS
256329,LMNTD2
8045,RASSF7
100506211,MIR210HG
57661,PHRF1
3665,IRF7
10522,DEAF1
283232,TMEM80
64787,EPS8L2
6888,TALDO1
347862,GATD1
171391,GATD1-DT
105369190,NA
51286,CEND1
79751,SLC25A22
101927423,PANO1
55367,PIDD1
6181,RPLP2
57104,PNPLA2
283229,CRACR2B
977,CD151
5441,POLR2L
7106,TSPAN4
66005,CHID1
161,AP2A2
54472,TOLLIP
9024,BRSK2
81532,MOB2
1850,DUSP8
338651,KRTAP5-AS1
402778,IFITM10
1509,CTSD
6150,MRPL23
283120,H19
3481,IGF2
51214,IGF2-AS
29125,C11orf21
10077,TSPAN32
975,CD81
10078,TSSC4
3784,KCNQ1
10984,KCNQ1OT1
1028,CDKN1C
5002,SLC22A18
7262,PHLDA2
4676,NAP1L4
833,CARS1
114879,OSBPL5
7748,ZNF195
650368,TSSC2
116969,ART5
4928,NUP98
27315,PGAP2
391,RHOG
6786,STIM1
6240,RRM1
6737,TRIM21
55128,TRIM68
117854,TRIM6
85363,TRIM5
10346,TRIM22
84067,FHIP1B
112464,CAVIN3
6609,SMPD1
322,APBB1
10612,TRIM3
23647,ARFIP2
26515,TIMM10B
144132,DNHD1
23378,RRP8
3611,ILK
6881,TAF10
1200,TPP1
8642,DCHS1
63875,MRPL17
7761,ZNF214
143425,SYT9
8495,PPFIBP2
51700,CYB5R2
8665,EIF3F
7275,TUB
79608,RIC3
65975,STK33
9866,TRIM66
6157,RPL27A
6764,DENND2B
56672,AKIP1
56674,TMEM9B
493900,TMEM9B-AS1
56675,NRIP3
57758,SCUBE2
283102,KRT8P41
23258,DENND5A
440026,TMEM41B
10527,IPO7
644656,LOC644656
7702,ZNF143
7465,WEE1
23075,SWAP70
440028,LINC02709
283104,SBF2-AS1
81846,SBF2
133,ADM
272,AMPD3
100463486,MTRNR2L8
50862,RNF141
10335,IRAG1
9646,CTR9
1982,EIF4G2
58486,ZBED5
729013,ZBED5-AS1
374378,GALNT18
283106,CSNK2A3
55031,USP47
27122,DKK3
9645,MICAL2
84953,NA
55742,PARVA
7003,TEAD1
406,BMAL1
84280,BTBD10
84188,FAR1
10418,SPON1
22800,RRAS2
1315,COPB1
5682,PSMA1
5140,PDE3B
120227,CYP2R1
55553,SOX6
10944,C11orf58
144100,PLEKHA7
6207,RPS13
5286,PIK3C2A
4925,NUCB2
374383,NCR3LG1
3767,KCNJ11
10083,USH1C
26297,SERGEF
113174,SAAL1
11234,HPS5
2965,GTF2H1
3939,LDHA
7251,TSG101
55293,UEVLD
144108,SPTY2D1
144110,TMEM86A
54503,ZDHHC13
8048,CSRP3
79733,E2F8
89797,NAV2
100126784,LEISA1
100874014,NAV2-AS2
10553,HTATIP2
10196,PRMT3
203859,ANO5
2188,FANCF
2620,GAS2
258010,SVIP
159963,SLC5A12
387758,FIBIN
91057,CCDC34
55366,LGR4
55327,LIN7C
497258,BDNF-AS
627,BDNF
81930,KIF18A
196074,METTL15
3739,KCNA4
120534,ARL14EP
744,MPPED2
120526,DNAJC24
196294,IMMP1L
26610,ELP4
5954,RCN1
10480,EIF3M
79832,QSER1
91614,DEPDC7
55346,TCP11L1
283267,LINC00294
1479,CSTF3
10114,HIPK3
25758,KIAA1549L
966,CD59
26273,FBXO3
4005,LMO2
4076,CAPRIN1
55226,NAT10
25841,ABTB2
847,CAT
51074,APIP
8050,PDHX
960,CD44
6506,SLC1A2
24147,FJX1
54765,TRIM44
143458,LDLRAD3
29099,COMMD9
79899,PRR5L
7189,TRAF6
5896,RAG1
119710,IFTAP
8539,API5
55761,TTC17
51144,HSD17B12
221120,ALKBH3
387763,C11orf96
84680,ACCS
2132,EXT2
3732,CD82
90139,TSPAN18
9537,TP53I11
56981,PRDM11
57586,SYT13
8534,CHST1
55343,SLC35C1
1408,CRY2
9479,MAPK8IP1
9409,PEX16
51317,PHF21A
90993,CREB3L1
8525,DGKZ
4192,MDK
1132,CHRM4
55626,AMBRA1
283254,HARBI1
9776,ATG13
392,ARHGAP1
79797,ZNF408
9793,CKAP5
4038,LRP4
79096,CSTPP1
84364,ARFGAP2
29763,PACSIN3
1643,DDB2
53,ACP2
10062,NR1H3
8567,MADD
4607,MYBPC3
91252,SLC39A13
5702,PSMC3
10658,CELF1
114971,PTPMT1
55709,KBTBD4
4722,NDUFS3
114900,C1QTNF4
23788,MTCH2
23360,FNBP4
23279,NUP160
5795,PTPRJ
2346,FOLH1
85456,TNKS1BP1
6749,SSRP1
29015,SLC43A3
8501,SLC43A1
26519,TIMM10
9246,UBE2L6
710,SERPING1
219539,YPEL4
10978,CLP1
25921,ZDHHC5
219541,MED19
51075,TMX2
280636,SELENOH
1500,CTNND1
9404,LPXN
80829,ZFP91
374393,FAM111B
63901,FAM111A
23220,DTX4
5007,OSBP
219988,PATL1
6809,STX3
54948,MRPL16
79080,CCDC86
27339,PRPF19
79073,TMEM109
54972,TMEM132A
55048,VPS37C
220001,VWCE
1642,DDB1
26007,TKFC
220002,CYB561A3
51524,TMEM138
51259,TMEM216
79869,CPSF7
54949,SDHAF2
9066,SYT7
113157,RPLP0P2
747,DAGLA
745,MYRF
746,TMEM258
2237,FEN1
3992,FADS1
9415,FADS2
3995,FADS3
5866,RAB3IL1
7439,BEST1
2495,FTH1
3619,INCENP
80150,ASRGL1
79026,AHNAK
1937,EEF1G
64852,TUT1
9219,MTA2
256364,EML3
6094,ROM1
26229,B3GAT3
23193,GANAB
80789,INTS5
102288414,C11orf98
79081,LBHD1
751071,CSKMT
790955,UQCC3
51035,UBXN1
26580,BSCL2
221092,HNRNPUL2
283237,TTC9C
79842,ZBTB3
5436,POLR2G
10629,TAF6L
374395,TMEM179B
79064,TMEM223
10482,NXF1
6811,STX5
54663,WDR74
23642,SNHG1
9304,SNORD22
9298,SNORD31
9303,SNORD25
6520,SLC3A2
11145,PLAAT3
25923,ATL3
10313,RTN3
65998,ZFTA
144097,SPINDOC
2011,MARK2
283248,RCOR2
79829,NAA40
1351,COX8A
55611,OTUB1
28992,MACROD1
10963,STIP1
83706,FERMT3
83707,TRPT1
84304,NUDT22
3338,DNAJC4
7423,VEGFB
2286,FKBP2
26472,PPP1R14B
5331,PLCB3
56834,GPR137
572,BAD
2101,ESRRA
51504,TRMT112
25824,PRDX5
283234,CCDC88B
8986,RPS6KA4
10235,RASGRP2
5837,PYGM
7536,SF1
5871,MAP4K2
4221,MEN1
55561,CDC42BPG
10938,EHD1
23130,ATG2A
5526,PPP2R5B
402,ARL2
29901,SAC3D1
113130,CDCA5
7542,ZFPL1
738,VPS51
7108,TM7SF2
741,ZNHIT2
2197,FAU
740,MRPL49
84447,SYVN1
728975,CAPN1-AS1
823,CAPN1
23649,POLA2
10435,CDC42EP2
5977,DPF2
283130,SLC25A45
83786,FRMD8
283131,NEAT1
101927789,FAUP4
378938,MALAT1
57410,SCYL1
4054,LTBP3
254100,ZNRD2-DT
10534,ZNRD2
23625,FAM89B
254102,EHBP1L1
4296,MAP3K11
399909,PCNX3
6494,SIPA1
5970,RELA
10524,KAT5
84153,RNASEH2C
91056,AP5B1
254122,SNX32
1072,CFL1
80198,MUS81
30008,EFEMP2
9158,FIBP
11007,CCDC85B
8061,FOSL1
83638,C11orf68
10589,DRAP1
9092,SART1
84285,EIF1AD
8815,BANF1
89792,GAL3ST3
10992,SF3B2
55690,PACS1
64837,KLC2
81876,RAB1B
254263,CNIH2
10897,YIF1A
256472,TMEM151A
57124,CD248
9610,RIN1
25855,BRMS1
11041,B4GAT1
3177,SLC29A2
65003,MRPL11
246330,PELI3
10072,DPP3
582,BBS1
254359,ZDHHC24
89,ACTN3
8722,CTSF
55231,CCDC87
9973,CCS
10432,RBM14
5936,RBM4
83759,RBM4B
6712,SPTBN2
79703,TOP6BL
9986,RCE1
5091,PC
78999,LRFN4
91683,SYT12
29984,RHOD
22992,KDM2A
156,GRK2
338692,ANKRD13D
54961,SSH3
57804,POLD4
23529,CLCF1
5883,RAD9A
5499,PPP1CA
374403,TBC1D10C
57571,CARNS1
6199,RPS6KB2
5790,PTPRCAP
57175,CORO1B
80194,TMEM134
9049,AIP
9600,PITPNM1
10263,CDK2AP2
2950,GSTP1
4723,NDUFV1
390213,DOC2GP
254552,NUDT8
347853,TBX10
645332,FAM86C2P
81622,UNC93B1
221,ALDH3B1
4728,NDUFS8
10312,TCIRG1
1119,CHKA
51111,KMT5B
53838,C11orf24
4041,LRP5
55291,PPP6R3
51083,GAL
9633,TESMIN
1374,CPT1A
219927,MRPL21
3508,IGHMBP2
219931,TPCN2
595,CCND1
220064,LTO1
8772,FADD
8500,PPFIA1
2017,CTTN
1717,DHCR7
55191,NADSYN1
55199,FAM86C1P
55298,RNF121
10068,IL18BP
4926,NUMA1
220074,LRTOMT
55004,LAMTOR1
25906,ANAPC15
2348,FOLR1
3636,INPPL1
81570,CLPB
116985,ARAP1
10809,STARD10
89849,ATG16L2
9873,FCHSD2
5029,P2RY2
9828,ARHGEF17
84957,RELT
23201,FAM168A
58473,PLEKHB1
5870,RAB6A
51642,MRPL48
51287,COA4
80227,PAAF1
7351,UCP2
26005,C2CD3
51400,PPME1
283208,P4HA3
283209,PGM2L1
387787,LIPT2
100287896,LIPT2-AS1
10714,POLD3
254225,RNF169
143570,XRRA1
9789,SPCS2
10825,NEU3
100507050,TPBGL
408,ARRB1
6188,RPS3
283212,KLHL35
81544,GDPD5
871,SERPINH1
4135,MAP6
84649,DGAT2
7405,UVRAG
7481,WNT11
5612,THAP12
100506127,GVQW3
56946,EMSY
2615,LRRC32
25987,TSKU
55331,ACER3
726,CAPN5
5058,PAK1
282679,AQP11
1207,CLNS1A
51773,RSF1
28971,AAMDC
92105,INTS4
4718,NDUFC2
79053,ALG8
283219,KCTD21
57558,USP35
9846,GAB2
79731,NARS2
26011,TENM4
5547,PRCP
220042,DDIAS
27314,RAB30
100506233,RAB30-DT
51585,PCF11
338699,ANKRD42
60492,CCDC90B
1740,DLG2
55863,TMEM126B
84233,TMEM126A
58487,CREBZF
54843,SYTL2
8301,PICALM
8726,EED
51501,HIKESHI
10873,ME3
11098,PRSS23
8322,FZD4
65084,TMEM135
1075,CTSC
50507,NOX4
10003,NAALAD2
26973,CHORDC1
120114,FAT3
120103,SLC36A4
56935,SMCO4
85459,CEP295
684959,SNORA25
692063,SNORA32
654320,SNORA8
677805,SNORA18
677822,SNORA40
79101,TAF1D
28970,C11orf54
9440,MED17
24145,PANX1
4361,MRE11
54851,ANKRD49
2526,FUT4
143689,PIWIL4
154810,AMOTL1
51503,CWC15
10929,SRSF8
23052,ENDOD1
143686,SESN3
143684,FAM76B
9702,CEP57
8898,MTMR2
84441,MAML2
79780,CCDC82
8690,JRKL
53942,CNTN5
143872,ARHGAP42
83935,NA
5241,PGR
57562,CEP126
10413,YAP1
330,BIRC3
329,BIRC2
114908,TMEM123
4319,MMP10
100288077,WTAPP1
4312,MMP1
84259,DCUN1D5
79659,DYNC2H1
80310,PDGFD
837,CASP4
84437,MSANTD4
143879,KBTBD3
60496,AASDHPPT
2977,GUCY1A2
143884,CWF19L2
91801,ALKBH8
55531,ELMOD1
54733,SLC35F2
8065,CUL5
38,ACAT1
4863,NPAT
472,ATM
143888,POGLUT3
23086,EXPH5
1662,DDX10
85463,ZC3H12C
5962,RDX
2230,FDX1
143903,LAYN
23235,SIK2
5519,PPP2R1B
79796,ALG9
91893,FDXACB1
64776,CFAP68
1410,CRYAB
3316,HSPB2
85458,DIXDC1
1737,DLAT
120379,PIH1D2
55216,NKAPD1
26521,TIMM8B
6392,SDHD
83875,BCO2
5805,PTS
101928847,LOC101928847
4684,NCAM1
100288346,NCAM1-AS1
54970,TTC12
1813,DRD2
9183,ZW10
57646,USP28
4837,NNMT
54494,C11orf71
10179,RBM7
25996,REXO2
23705,CADM1
84811,BUD13
8882,ZPR1
335,APOA1
23387,SIK3
5049,PAFAH1B2
51092,SIDT2
100652768,LOC100652768
6876,TAGLN
9159,PCSK7
257160,RNF214
23621,BACE1
100379571,BACE1-AS
22897,CEP164
53826,FXYD6
6330,SCN4B
6327,SCN2B
196264,MPZL3
9354,UBE4A
10632,ATP5MG
4297,KMT2A
84866,TMEM25
56912,IFT46
372,ARCN1
23187,PHLDB1
1656,DDX6
283149,BCL9L
338657,CENATAC
6230,RPS25
51399,TRAPPC4
2542,SLC37A4
10525,HYOU1
55823,VPS11
3145,HMBS
3014,H2AX
1798,DPAGT1
9854,C2CD2L
25988,HINFP
64137,ABCG4
79671,NLRX1
867,CBL
4162,MCAM
79102,RNF26
9099,USP2
7070,THY1
5818,NECTIN1
220323,OAF
219902,TLCD5
23365,ARHGEF12
219899,TBCEL
7007,TECTA
6309,SC5D
6653,SORL1
399959,MIR100HG
84959,UBASH3B
79864,JHY
3312,HSPA8
57476,GRAMD1B
55800,SCN3B
7753,ZNF202
4013,VWA5A
84897,TBRG1
54414,SIAE
53340,SPA17
79684,MSANTD2
100507283,MSANTD2-AS1
219854,TMEM218
9638,FEZ1
9538,EI24
3703,STT3A
1111,CHEK1
219844,HYLS1
83480,PUS3
50937,CDON
84881,RPUSD4
79607,FAM118B
6734,SRPRA
55572,FOXRED1
114609,TIRAP
28960,DCPS
399972,GSEC
6484,ST3GAL4
2113,ETS1
2313,FLI1
100507392,SENCR
3762,KCNJ5
219833,KCNJ5-AS1
9743,ARHGAP32
8538,BARX2
4798,NFRKB
56980,PRDM10
334,APLP2
6768,ST14
29068,ZBTB44
11095,ADAMTS8
170689,ADAMTS15
103611081,NA
399979,SNX19
50863,NTM
4978,OPCML
283174,NA
22997,IGSF9B
83700,JAM3
23310,NCAPD3
112936,VPS26B
29087,THYN1
27034,ACAD8
89944,GLB1L2
27087,B3GAT1
100288778,WASH8P
6540,SLC6A13
5927,KDM5A
84318,CCDC77
283358,B4GALNT3
4815,NINJ2
100049716,NINJ2-AS1
65125,WNK1
5893,RAD52
23085,ERC1
81029,WNT5B
144699,FBXL14
79602,ADIPOR2
196513,DCP1B
775,CACNA1C
2288,FKBP4
55846,ITFG2
83714,NRIP2
2305,FOXM1
83695,RHNO1
7289,TULP3
7004,TEAD4
10867,TSPAN9
57097,PARP11
103752584,CCND2-AS1
894,CCND2
57103,TIGAR
57102,C12orf4
10635,RAD51AP1
8798,DYRK4
10566,AKAP3
4704,NDUFA9
3742,KCNA6
3741,KCNA5
4908,NTF3
928,CD9
7132,TNFRSF1A
4055,LTBR
678655,CD27-AS1
55080,TAPBPL
6843,VAMP1
51258,MRPL51
9918,NCAPD2
2597,GAPDH
25900,IFFO1
4839,NOP2
1108,CHD4
51147,ING4
171017,ZNF384
196500,PIANP
50813,COPS7A
8079,MLF2
5763,PTMS
27239,GPR162
10536,P3H3
2784,GNB3
83461,CDCA3
8078,USP5
7167,TPI1
84727,SPSB2
171220,DSTNP2
10233,LRRC23
2026,ENO2
1822,ATN1
113246,C12orf57
5777,PTPN6
11331,PHB2
677777,SCARNA12
10436,EMG1
10162,LPCAT3
716,C1S
715,C1R
51279,C1RL
9746,CLSTN3
5830,PEX5
144195,SLC2A14
6515,SLC2A3
55810,FOXJ2
25977,NECAP1
440078,FAM66C
8076,MFAP5
57494,RIMKLB
1911,PHC1
4074,M6PR
10219,KLRG1
144571,A2M-AS1
2,A2M
100499405,LINC00987
642846,LOC642846
440081,DDX12P
374443,LOC374443
29121,CLEC2D
4973,OLR1
23710,GABARAPL1
10748,KLRA1P
55110,MAGOHB
8531,YBX3
100129361,SMIM10L1
2120,ETV6
100506248,PTMAP9
4040,LRP6
54682,MANSC1
503693,LOH12CR2
118426,BORCS5
80824,DUSP16
1389,CREBL2
1027,CDKN1B
81575,APOLD1
51202,DDX47
387841,RPL13AP20
9052,GPRC5A
693199,MIR614
50865,HEBP1
93164,HTR7P1
57613,FAM234B
83445,GSG1
2012,EMP1
55729,ATF7IP
79887,PLBD1
105369669,LOC105369669
55766,H2AJ
144608,C12orf60
51729,WBP11
397,ARHGDIB
85004,RERG
2059,EPS8
11171,STRAP
51071,DERA
4257,MGST1
55885,LMO3
728622,SKP1P2
54477,PLEKHA5
121536,AEBP2
5139,PDE3A
79912,PYROXD1
5965,RECQL
51026,GOLT1B
80763,SPX
2998,GYS2
3945,LDHB
3764,KCNJ8
10060,ABCC9
55907,CMAS
9847,C2CD5
55500,ETNK1
6660,SOX5
586,BCAT1
144363,ETFRF1
3845,KRAS
100506451,RASSF8-AS1
11228,RASSF8
79365,BHLHE41
8082,SSPN
3709,ITPR2
55726,INTS13
26127,FGFR1OP2
51768,TM7SF3
9412,MED21
23012,STK38L
56938,BMAL2
8496,PPFIBP1
387849,REP15
60488,MRPS35
57542,KLHL42
5744,PTHLH
55297,CCDC91
55711,FAR2
100506606,LOC100506606
51290,ERGIC2
83857,TMTC1
10526,IPO8
65981,CAPRIN2
441631,TSPAN11
1663,DDX11
58516,SINHCAF
160518,DENND5B
100874249,DENND5B-AS1
254013,ETFBKMT
196394,AMN1
440093,H3-5
55196,RESF1
636,BICD1
121512,FGD4
10059,DNM1L
51067,YARS2
5318,PKP2
84920,ALG10
144245,ALG10B
144402,CPNE8
55605,KIF21A
114134,SLC2A13
283463,MUC19
1272,CNTN1
283464,GXYLT1
10138,YAF2
85437,ZCRB1
51535,PPHLN1
144165,PRICKLE1
83448,PUS7L
51135,IRAK4
5756,TWF1
84216,TMEM117
4753,NELL2
51054,PLEKHA8P1
196527,ANO6
400027,LINC00938
196528,ARID2
9169,SCAF11
81539,SLC38A1
54407,SLC38A2
100288798,SLC38A4-AS1
55089,SLC38A4
347902,AMIGO2
79657,RPAP3
10411,RAPGEF3
55652,SLC48A1
51564,HDAC7
79022,TMEM106C
1280,COL2A1
29843,SENP1
5213,PFKM
140461,ASB8
121274,ZNF641
54934,KANSL2
904,CCNT1
112,ADCY6
784,CACNB3
9416,DDX23
27289,RND1
85478,CCDC65
51303,FKBP11
377,ARF3
7480,WNT10B
23109,DDN
5571,PRKAG1
8085,KMT2D
55716,LMBR1L
10376,TUBA1B
7846,TUBA1A
84790,TUBA1C
10024,TROAP
79962,DNAJC22
65244,SPATS2
10445,MCRS1
84070,FAM186B
25766,PRPF40B
91010,FMNL3
7009,TMBIM6
57701,NCKAP5L
100286844,BCDIN3D-AS1
144233,BCDIN3D
29127,RACGAP1
41,ASIC1
6602,SMARCD1
2819,GPD1
84987,COX14
91012,CERS5
51474,LIMA1
113251,LARP4
57609,DIP2B
466,ATF1
25840,TMT1A
4891,SLC11A2
25875,LETMD1
81566,CSRNP2
7024,TFCP2
5463,POU6F1
9802,DAZAP2
11226,GALNT6
9498,SLC4A8
6334,SCN8A
