"Symbol","Entrez_ID"
"UNG","7374"
"KCTD10","83892"
"MMAB","326625"
"FAM222A","84915"
"ANKRD13A","88455"
"FAM216A","29902"
"MAPKAPK5-AS1","51275"
"ERP29","10961"
"NAA25","80018"
"TRAFD1","10906"
"TBX5","6910"
"TBX3","6926"
"HSPB8","26353"
"PXN-AS1","100506649"
"COX6A1","1337"
"GATC","283459"
"DYNLL1","8655"
"NRAV","100506668"
"COQ5","84274"
"POP5","51367"
"ANAPC5","51433"
"KDM2B","84678"
"RHOF","54509"
"LINC01089","338799"
"DIABLO","56616"
"RSRC2","65117"
"ABCB9","23457"
"MPHOSPH9","10198"
"KMT5A","387893"
"SNRNP35","11066"
"RAN","5901"
"SFSWAP","6433"
"GOLGA3","2802"
"ZNF605","100289635"
"ZNF84","7637"
"ZNF140","7699"
"PSPC1","55269"
"XPO4","64328"
"LATS2","26524"
"SAP18","10284"
"SKA3","221150"
"ZDHHC20","253832"
"MIPEP","4285"
"RNF6","6049"
"RPL21","6144"
"GTF3A","2971"
"MTIF3","219402"
"LNX2","222484"
"SLC46A3","283537"
"HMGB1","3146"
"HSPH1","10808"
"EXOSC8","11340"
"NHLRC3","387921"
"FOXO1","2308"
"WBP4","11193"
"NAA16","79612"
"NUFIP1","26747"
"TPT1-AS1","100190939"
"RCBTB2","1102"
"FNDC3A","22862"
"WDFY2","115825"
"ALG11","440138"
"DIAPH3","81624"
"TDRD3","81550"
"PCDH9","5101"
"KLF5","688"
"KLF12","11278"
"LMO7","4008"
"MYCBP2","23077"
"OBI1","79596"
"RBM26","64062"
"GPC6","10082"
"GPR180","160897"
"RAP2A","5911"
"UBAC2-AS1","100289373"
"TMTC4","84899"
"EFNB2","1948"
"LIG4","3981"
"ING1","3621"
"ANKRD10","55608"
"TUBGCP3","10426"
"PCID2","55795"
"LAMP1","3916"
"TMCO3","55002"
"RPPH1","85495"
"APEX1","328"
"NDRG2","57447"
"DAD1","1603"
"PPP1R3E","90673"
"PABPN1","8106"
"MYH6","4624"
"NGDN","25983"
"THTPA","79178"
"AP1G2","8906"
"NRL","4901"
"EMC9","51016"
"RNF31","55072"
"MDP1","145553"
"GMPR2","51292"
"NFATC4","4776"
"KHNYN","23351"
"SDR39U1","56948"
"ARHGAP5","394"
"RNU6-8","101954278"
"EAPP","55837"
"BAZ1A","11177"
"NFKBIA","4792"
"BRMS1L","84312"
"GEMIN2","8487"
"TRAPPC6B","122553"
"PNN","5411"
"FKBP3","2287"
"RN7SL1","6029"
"LRR1","122769"
"ARF6","382"
"SAV1","60485"
"NIN","51199"
"TRIM9","114088"
"TMX1","81542"
"STYX","6815"
"FERMT2","10979"
"CGRRF1","10668"
"WDHD1","11169"
"MAPK1IP1L","93487"
"DLGAP5","9787"
"ATG14","22863"
"TMEM260","54916"
"PSMA3","5684"
"ARMH4","145407"
"TIMM9","26520"
"HIF1A","3091"
"SNAPC1","6617"
"MTHFD1","4522"
"FNTB","2342"
"MAX","4149"
"PALS1","64398"
"EIF2S1","1965"
"ARG2","384"
"ZFYVE26","23503"
"DCAF5","8816"
"SRSF5","6430"
"RBM25","58517"
"NUMB","8650"
"MIDEAS","91748"
"ALDH6A1","4329"
"NPC2","10577"
"YLPM1","56252"
"EIF2B2","8892"
"ZC2HC1C","79696"
"TGFB3","7043"
"GPATCH2L","55668"
"ANGEL1","23357"
"GSTZ1","2954"
"AHSA1","10598"
"SLIRP","81892"
"ZC3H14","79882"
"FOXN3","1112"
"TDP1","55775"
"DGLUCY","80017"
"NDUFB1","4707"
"DICER1","23405"
"SNHG10","283596"
"PAPOLA","10914"
"CCDC85C","317762"
"HHIPL1","84439"
"WARS1","7453"
"PPP2R5C","5527"
"EIF5","1983"
"MARK3","4140"
"CKB","1152"
"XRCC3","7517"
"PACS2","23241"
"TEX22","647310"
"CRIP1","1396"
"NIPA2","81614"
"FMN1","342184"
"SLC12A6","9990"
"GOLGA8B","440270"
"ACTC1","70"
"THBS1","7057"
"GPR176","11245"
"ANKRD63","100131244"
"DISP2","85455"
"CCDC32","90416"
"KNL1","57082"
"GCHFR","2644"
"CHP1","11261"
"NUSAP1","51203"
"OIP5","11339"
"MGA","23269"
"ZNF106","64397"
"SNAP23","8773"
"LRRC57","255252"
"ADAL","161823"
"TP53BP1","7158"
"PDIA3","2923"
"GOLM2","113201"
"CTDSPL2","51496"
"SPG11","80208"
"GATM","2628"
"BLOC1S6","26258"
"SEMA6D","80031"
"DUT","1854"
"EID1","23741"
"GALK2","2585"
"GABPB1","2553"
"TMOD3","29766"
"MAPK6","5597"
"TCF12-DT","145783"
"ADAM10","102"
"SLTM","79811"
"CCNB2","9133"
"TLN2","83660"
"TPM1","7168"
"SNX1","6642"
"TRIP4","9325"
"ZNF609","23060"
"PDCD7","10081"
"CLPX","10845"
"RAB11A","8766"
"TIPIN","54962"
"SMAD6","4091"
"IQCH","64799"
"IQCH-AS1","100506686"
"PIAS1","8554"
"ANP32A","8125"
"PKM","5315"
"HEXA","3073"
"NEO1","4756"
"UBL7-DT","440288"
"LOC102723750","102723750"
"SCAMP2","10066"
"COX5A","9377"
"COMMD4","54939"
"SIN3A","25942"
"IMP3","55272"
"UBE2Q2","92912"
"ETFA","2108"
"RCN2","5955"
"CIB2","10518"
"IDH3A","3419"
"MORF4L1","10933"
"ST20","400410"
"ZSCAN2","54993"
"WDR73","84942"
"KLHL25","64410"
"MRPL46","26589"
"MFGE8","4240"
"ABHD2","11057"
"POLG","5428"
"ZNF774","342132"
"LRRC28","123355"
"LINS1","55180"
"CHSY1","22856"
"RAB40C","57799"
"JMJD8","339123"
"ANTKMT","65990"
"LMF1","64788"
"BAIAP3","8938"
"UQCC4","283951"
"CLCN7","1186"
"NUBP2","10101"
"HAGH","3029"
"TBL3","10607"
"SNHG19","100507303"
"MLST8","64223"
"PGP","283871"
"CCNF","899"
"ELOB","6923"
"KREMEN2","79412"
"TNFRSF12A","51330"
"ZNF263","10127"
"ZSCAN32","54925"
"DNASE1","1773"
"CDIP1","29965"
"MGRN1","23295"
"ANKS3","124401"
"ZNF500","26048"
"ROGDI","79641"
"NAGPA","51172"
"ATF7IP2","80063"
"NUBP1","4682"
"SOCS1","8651"
"RSL1D1","26156"
"GSPT1","2935"
"COQ7","10229"
"IQCK","124152"
"THUMPD1","55623"
"ERI2","112479"
"LYRM1","57149"
"METTL9","51108"
"POLR3E","55718"
"CDR2","1039"
"EARS2","124454"
"PLK1","5347"
"RBBP6","5930"
"KDM8","79831"
"XPO6","23214"
"ATXN2L","11273"
"SH2B1","25970"
"RABEP2","79874"
"NFATC2IP","84901"
"SPNS1","83985"
"KIF22","3835"
"MAZ","4150"
"PAGR1","79447"
"KCTD13","253980"
"TBC1D10B","26000"
"DCTPP1","79077"
"SEPHS2","22928"
"FBRS","64319"
"SRCAP","10847"
"CFAP119","90835"
"ZNF629","23361"
"MIR762HG","101928736"
"CTF1","1489"
"FBXL19","54620"
"STX4","6810"
"ZNF668","79759"
"KAT8","84148"
"FUS","2521"
"ZNF843","283933"
"ARMC5","79798"
"ZNF267","10308"
"ORC6","23594"
"MYLK3","91807"
"C16orf87","388272"
"DNAJA2","10294"
"PHKB","5257"
"ZNF423","23090"
"CNEP1R1","255919"
"HEATR3","55027"
"CYLD","1540"
"CRNDE","643911"
"BBS2","583"
"HERPUD1","9709"
"PSME3IP1","80011"
"GINS3","64785"
"SETD6","79918"
"CNOT1","23019"
"NAE1","8883"
"PHAF1","80262"
"MATCAP1","653319"
"E2F4","1874"
"ATP6V0D1","9114"
"GFOD2","81577"
"TSNAXIP1","55815"
"NUTF2","10204"
"DUS2","54920"
"PRMT7","54496"
"ZFP90","146198"
"DDX19A","55308"
"SF3B3","23450"
"CMTR2","55783"
"ATXN1L","342371"
"ZNF821","55565"
"TXNL4B","54957"
"PSMD7","5713"
"GLG1","2734"
"RFWD3","55159"
"ZFP1","162239"
"BCAR1","9564"
"CFDP1","10428"
"TMEM170A","124491"
"KARS1","3735"
"MON1B","22879"
"WWOX","51741"
"MAF","4094"
"C16orf46","123775"
"MPHOSPH6","10200"
"MEAK7","57707"
"ZDHHC7","55625"
"GSE1","23199"
"EMC8","10328"
"C16orf95","100506581"
"FBXO31","79791"
"KLHDC4","54758"
"BANP","54971"
"APRT","353"
"SPG7","6687"
"ZNF276","92822"
"FANCA","2175"
"AFG3L1P","172"
"VPS53","55275"
"CRK","1398"
"INPP5K","51763"
"OVCA2","124641"
"MNT","4335"
"LOC105371592","105371592"
"RAP1GAP2","23108"
"CTNS","1497"
"TAX1BP3","30851"
"ITGAE","3682"
"ANKFY1","51479"
"UBE2G1","7326"
"MYBBP1A","10514"
"MED11","400569"
"MINK1","50488"
"RABEP1","9135"
"NUP88","4927"
"TXNDC17","84817"
"ALOX12-AS1","100506713"
"PHF23","79142"
"GABARAP","11337"
"CTDNEP1","23399"
"EIF5A","1984"
"NEURL4","84461"
"KCTD11","147040"
"TMEM102","284114"
"FGF11","2256"
"POLR2A","5430"
"SENP3","26168"
"FXR2","9513"
"WRAP53","55135"
"CYB5D1","124637"
"CHD3","1107"
"RNF227","284023"
"CNTROB","116840"
"TMEM107","84314"
"AURKB","9212"
"PFAS","5198"
"USP43","124739"
"MYOCD","93649"
"ELAC2","60528"
"ZSWIM7","125150"
"SNHG29","125144"
"RASD1","51655"
"TOM1L2","146691"
"GID4","79018"
"ALKBH5","54890"
"FLII","2314"
"SMCR8","140775"
"FOXO3B","2310"
"B9D1","27077"
"USP22","23326"
"TMEM97","27346"
"TNFAIP1","7126"
"TMEM199","147007"
"RAB34","83871"
"TLCD1","116238"
"CORO6","84940"
"SUZ12P1","440423"
"CCT6B","10693"
"RAD51D","5892"
"LASP1","3927"
"FBXL20","84961"
"MED1","5469"
"CDK12","51755"
"STARD3","10948"
"MIEN1","84299"
"PSMD3","5709"
"NR1D1","9572"
"WIPF2","147179"
"CDC6","990"
"TOP2A","7153"
"SMARCE1","6605"
"CNP","1267"
"RAB5C","5878"
"STAT3","6774"
"CAVIN1","284119"
"MLX","6945"
"PSMC3IP","29893"
"RETREG3","162427"
"NBR2","10230"
"LOC101929767","101929767"
"DUSP3","1845"
"RUNDC3A","10900"
"GRN","2896"
"FZD2","2535"
"DBF4B","80174"
"GJC1","10052"
"KIF18B","146909"
"MRPL10","124995"
"SP2","6668"
"SNX11","29916"
"IGF2BP1","10642"
"ZNF652","22834"
"SPOP","8405"
"PDK2","5164"
"COL1A1","1277"
"EME1","146956"
"TOB1","10140"
"NME1","4830"
"UTP18","51096"
"AKAP1","8165"
"SUPT4H1","6827"
"SKA2","348235"
"SMG8","55181"
"DHX40","79665"
"CLTC","1213"
"PTRH2","51651"
"TUBD1","51174"
"APPBP2","10513"
"PPM1D","8493"
"BCAS3","54828"
"BRIP1","83990"
"DCAF7","10238"
"TACO1","51204"
"MAP3K3","4215"
"STRADA","92335"
"DDX42","11325"
"SMARCD2","6603"
"POLG2","11232"
"DDX5","1655"
"PRKCA","5578"
"PSMD12","5718"
"KPNA2","3838"
"PRKAR1A","5573"
"C17orf80","55028"
"GPRC5C","55890"
"MRPL58","3396"
"ATP5PD","10476"
"GGA3","23163"
"MIF4GD-DT","100287042"
"SLC25A19","60386"
"GRB2","2885"
"LLGL2","3993"
"H3-3B","3021"
"WBP2","23558"
"TRIM65","201292"
"EXOC7","23265"
"SNHG16","100507246"
"METTL23","124512"
"SRSF2","6427"
"USP36","57602"
"CCDC40","55036"
"EIF4A3","9775"
"RPTOR","57521"
"TEPSIN","146705"
"FSCN2","25794"
"NPLOC4","55666"
"OXLD1","339229"
"ARL16","339231"
"P4HB","5034"
"ALYREF","10189"
"MAFG","4097"
"TBCD","6904"
"THOC1","9984"
"YES1","7525"
"NDC80","10403"
"SMCHD1","23347"
"MYOM1","8736"
"TGIF1","7050"
"LINC00667","339290"
"NDUFV2-AS1","101927275"
"PSMG2","56984"
"SEH1L","81929"
"FAM210A","125228"
"ESCO1","114799"
"GATA6-AS1","100128893"
"CABLES1","91768"
"OSBPL1A","114876"
"TRAPPC8","22878"
"MAPRE2","10982"
"ZNF24","7572"
"SLC39A6","25800"
"EPG5","57724"
"ARK2N","147339"
"DYM","54808"
"MBD1","4152"
"NARS1","4677"
"NEDD4L","23327"
"SEC11C","90701"
"VPS4B","9525"
"CNDP2","55748"
"ZNF407-AS1","400657"
"MIER2","54531"
"TPGS1","91978"
"BSG","682"
"ARID3A","1820"
"WDR18","57418"
"RNU6-2","103625684"
"CNN2","1265"
"GPX4","2879"
"ATP5F1D","513"
"CIRBP","1153"
"FAM174C","55009"
"NDUFS7","374291"
"C19orf25","148223"
"PCSK4","54760"
"REXO1","57455"
"IZUMO4","113177"
"PLEKHJ1","55111"
"TIMM13","26517"
"GADD45B","4616"
"TLE6","79816"
"NCLN","56926"
"CACTIN","58509"
"MRPL54","116541"
"EEF2","1938"
"ANKRD24","170961"
"YJU2","55702"
"MPND","84954"
"CHAF1A","10036"
"DPP9","91039"
"KDM4B","23030"
"SAFB","6294"
"HSD11B1L","374875"
"DUS3L","56931"
"NDUFA11","126328"
"RFX2","5990"
"ALKBH7","84266"
"PEX11G","92960"
"MCOLN1","57192"
"PET100","100131801"
"MAP2K7","5609"
"TIMM44","10469"
"CD320","51293"
"NDUFA7","4701"
"ZNF699","374879"
"ZNF121","7675"
"ZNF561-AS1","284385"
"ZNF562","54811"
"ZNF846","162993"
"FBXL12","54850"
"DNMT1","1786"
"MRPL4","51073"
"FDX2","112812"
"RAVER1","125950"
"TYK2","7297"
"PDE4A","5141"
"KEAP1","9817"
"KRI1","65095"
"ILF3","3609"
"TMED1","11018"
"TMEM205","374882"
"SWSAP1","126074"
"PRKCSH","5589"
"ZNF653","115950"
"ECSIT","51295"
"ELOF1","84337"
"ZNF844","284391"
"ZNF44","51710"
"ZNF442","79973"
"ZNF443","10224"
"ZNF709","163051"
"ZNF564","163050"
"WDR83","84292"
"DHPS","1725"
"FBXW9","84261"
"GET3","439"
"JUNB","3726"
"GCDH","2639"
"FARSA","2193"
"CALR","811"
"NACC1","112939"
"RFX1","5989"
"PRKACA","5566"
"DDX39A","10212"
"GIPC1","10755"
"DNAJB1","3337"
"ILVBL","10994"
"AKAP8","10270"
"AP1M1","8907"
"SMIM7","79086"
"HAUS8","93323"
"USE1","55850"
"DDA1","79016"
"RPL18A","6142"
"PDE4C","5143"
"LSM4","25804"
"ISYNA1","51477"
"UBA52","7311"
"SUGP2","10147"
"SLC25A42","284439"
"BORCS8","729991"
"SUGP1","57794"
"ZNF101","94039"
"ZNF14","7561"
"ZNF93","81931"
"ZNF486","90649"
"RPSA2","388524"
"POP4","10775"
"ZNF507","22847"
"PDCD5","9141"
"ANKRD27","84079"
"CEP89","84902"
"PEPD","5184"
"ZNF599","148103"
"LSR","51599"
"RBM42","79171"
"U2AF1L4","199746"
"LIN37","55957"
"HSPB6","126393"
"THAP8","199745"
"TBCB","1155"
"ZNF565","147929"
"ZFP14","57677"
"ZNF461","92283"
"SIPA1L3","23094"
"DPF1","8193"
"ACTN4","81"
"HNRNPL","3191"
"SIRT2","22933"
"SARS2","54938"
"PAK4","10298"
"RPS16","6217"
"TIMM50","92609"
"EID2B","126272"
"EID2","163126"
"DYRK1B","9149"
"C19orf47","126526"
"SERTAD1","29950"
"ACTMAP","284325"
"HNRNPUL1","11100"
"EXOSC5","56915"
"DMAC2","55101"
"DEDD2","162989"
"ZNF526","116115"
"GSK3A","2931"
"CIC","23152"
"XRCC1","7515"
"IRGQ","126298"
"ZNF428","126299"
"SMG9","56006"
"ZNF45","7596"
"ZNF180","7733"
"TOMM40","10452"
"CLPTM1","1209"
"RELB","5971"
"BLOC1S3","388552"
"PPP1R13L","10848"
"FOSB","2354"
"SNRPD2","6633"
"SIX5","147912"
"CCDC8","83987"
"PNMA8A","55228"
"DACT3","147906"
"AP2S1","1175"
"TMEM160","54958"
"SAE1","10055"
"CCDC9","26093"
"NAPA","8775"
"BICRA","29998"
"LIG1","3978"
"TMEM143","55260"
"GRWD1","83743"
"CYTH2","9266"
"DBP","1628"
"PPP1R15A","23645"
"RUVBL2","10856"
"SNRNP70","6625"
"PPFIA3","8541"
"ALDH16A1","126133"
"RPS11","6205"
"SCAF1","58506"
"IRF3","3661"
"PRMT1","3276"
"CPT1C","126129"
"MED25","81857"
"ZNF473","25888"
"MYH14","79784"
"KCNC3","3748"
"NR1H2","7376"
"C19orf48P","84798"
"SPACA6","147650"
"PPP2R1A","5518"
"ZNF320","162967"
"ZNF845","91664"
"ZNF331","55422"
"MYADM","91663"
"ZNF524","147807"
"CCDC106","29903"
"EPN1","29924"
"ZNF444","55311"
"ZNF460","10794"
"ZNF17","7565"
"ZNF416","55659"
"ZNF211","10520"
"ZSCAN18","65982"
"ZNF329","79673"
"ZNF274","10782"
"A1BG","1"
"RPS5","6193"
"ZNF584","201514"
"ZBTB45","84878"
"TRIM28","10155"
"CHMP2A","27243"
"CENPBD2P","65996"
"SH3YL1","26751"
"RNASEH1-DT","100506054"
"ID2-AS1","100506299"
"ITGB1BP1","9270"
"TAF1B","9014"
"RRM2","6241"
"E2F6","1876"
"MYCNOS","10408"
"TTC32","130502"
"PUM2","23369"
"RHOB","388"
"PTRHD1","391356"
"DTNB","1838"
"RAB10","10890"
"MAPRE3","22924"
"OST4","100128731"
"PREB","10113"
"ATRAID","51374"
"IFT172","26160"
"SLC4A1AP","22950"
"FOSL2","2355"
"PPP1CB","5500"
"TRMT61B","55006"
"YPEL5","51646"
"MEMO1","51072"
"SPAST","6683"
"YIPF4","84272"
"TTC27","55622"
"CEBPZ","10153"
"HNRNPLL","92906"
"SRSF7","6432"
"SOS1","6654"
"MAP4K3-DT","728730"
"PKDCC","91461"
"THADA","63892"
"PPM1B","5495"
"PRKCE","5581"
"TTC7A","57217"
"CALM2","805"
"MSH2","4436"
"EML6","400954"
"CLHC1","130162"
"PPP4R3B","57223"
"PNPT1","87178"
"FANCL","55120"
"BCL11A","53335"
"EHBP1","23301"
"MDH1","4190"
"UGP2","7360"
"PELI1","57162"
"AFTPH","54812"
"CEP68","23177"
"RAB1A","5861"
"MEIS1","4211"
"PNO1","56902"
"APLF","200558"
"GMCL1","64395"
"ASPRV1","151516"
"SNRPG","6637"
"NAGK","55577"
"PAIP2B","400961"
"ZNF638","27332"
"TPRKB","51002"
"MOB1A","55233"
"MTHFD2","10797"
"WBP1","23559"
"TTC31","64427"
"PCGF1","84759"
"HTRA2","27429"
"PARTICL","100630918"
"RNF181","51255"
"USP39","10713"
"POLR1A","25885"
"CHMP3","51652"
"MRPS5","64969"
"ZNF2","7549"
"NCAPH","23397"
"TMEM131","23505"
"UNC50","25972"
"TXNDC9","10190"
"PDCL3","79031"
"C2orf49","79074"
"UXS1","80146"
"RANBP2","5903"
"SEPTIN10","151011"
"MERTK","10461"
"ZC3H6","376940"
"POLR1B","84172"
"SLC35F5","80255"
"ACTR3","10096"
"C2orf76","130355"
"RALB","5899"
"CLASP1","23332"
"IWS1","55677"
"SAP130","79595"
"UGGT1","56886"
"SMPD4","55627"
"CCDC115","84317"
"POTEE","445582"
"SMPD4BP","150776"
"MGAT5","4249"
"CCNT2-AS1","100129961"
"R3HDM1","23518"
"UBXN4","23190"
"ZEB2","9839"
"EPC2","26122"
"MMADHC","27249"
"RND3","390"
"ARL5A","26225"
"ARL6IP6","151188"
"BAZ2B","29994"
"PPIG","9360"
"SLC25A12","8604"
"IFT70A","92104"
"DNAJC10","54431"
"CALCRL","10203"
"GULP1","51454"
"WDR75","84128"
"NEMP2","100131211"
"GLS","2744"
"STAT1","6772"
"HECW2","57520"
"PGAP1","80055"
"SF3B1","23451"
"HSPD1","3329"
"MARS2","92935"
"C2orf69","205327"
"TYW5","129450"
"CLK1","1195"
"ORC2","4999"
"HYCC2","285172"
"TMEM237","65062"
"FAM117B","150864"
"NBEAL1","65065"
"ABI2","10152"
"ADAM23","8745"
"PIKFYVE","200576"
"KANSL1L","151050"
"LANCL1","10314"
"IKZF2","22807"
"ATIC","471"
"XRCC5","7520"
"PNKD","25953"
"USP37","57695"
"TTLL4","9654"
"CNPPD1","27013"
"ANKZF1","55139"
"DNAJB2","3300"
"TMEM198","130612"
"STK11IP","114790"
"EPHA4","2043"
"MRPL44","65080"
"RHBDD1","84236"
"NCL","4691"
"PTMA","5757"
"PDE6D","5147"
"COPS7B","64708"
"EFHD1","80303"
"HJURP","55355"
"UBE2F","140739"
"NDUFA10","4705"
"PASK","23178"
"HDLBP","3069"
"BOK","666"
"ATG4B","23192"
"DTYMK","1841"
"D2HGDH","728294"
"C20orf96","140680"
"ZCCHC3","85364"
"NRSN2-AS1","100507459"
"NRSN2","80023"
"CSNK2A1","1457"
"FAM110A","83541"
"SDCBP2-AS1","100507495"
"SNRPB","6628"
"IDH3B","3420"
"PTPRA","5786"
"UBOX5","22888"
"ATRN","8455"
"ADISSP","54976"
"AP5S1","55317"
"PCNA","5111"
"MKKS","8195"
"BTBD3","22903"
"ESF1","51575"
"MACROD2","140733"
"KIF16B","55614"
"SNRPB2","6629"
"RRBP1","6238"
"SNX5","27131"
"ZNF133","7692"
"POLR3F","10621"
"XRN2","22803"
"NXT1","29107"
"NAPB","63908"
"ENTPD6","955"
"NINL","22981"
"ZNF337-AS1","102724826"
"HM13","81502"
"BCL2L1","598"
"TPX2","22974"
"PDRG1","81572"
"TM9SF4","9777"
"ASXL1","171023"
"ZNF341","84905"
"EIF2S2","8894"
"AHCY","191"
"DYNLRB1","83658"
"TP53INP2","58476"
"UQCC1","55245"
"CEP250","11190"
"RBM12","10137"
"RBM39","9584"
"PHF20","51230"
"RAB5IF","55969"
"DSN1","79980"
"SAMHD1","25939"
"RPN2","6185"
"BLCAP","10904"
"SNHG17","388796"
"FAM83D","81610"
"TOP1","7150"
"L3MBTL1","26013"
"IFT52","51098"
"OSER1-DT","100505783"
"YWHAB","7529"
"NEURL2","140825"
"ZNF335","63925"
"ELMO2","63916"
"PREX1","57580"
"ARFGEF2","10564"
"CSE1L","1434"
"SPATA2","9825"
"UBE2V1","7335"
"CEBPB-AS1","101927559"
"PARD6B","84612"
"BCAS4","55653"
"MOCS3","27304"
"CSTF1","1477"
"STX16-NPEPL1","100534593"
"MIR1-1HG","128826"
"TPD52L2","7165"
"DNAJC5","80331"
"MRPL39","54148"
"APP","351"
"ADAMTS1","9510"
"N6AMT1","29104"
"LTN1","26046"
"MIS18A","54069"
"IFNAR1","3454"
"ATP5PO","539"
"MORC3","23515"
"DYRK1A","1859"
"BRWD1","54014"
"HMGN1","3150"
"LCA5L","150082"
"WDR4","10785"
"NDUFV3","4731"
"PKNOX1","5316"
"RRP1","8568"
"TRAPPC10","7109"
"SUMO3","6612"
"PTTG1IP","754"
"POFUT2","23275"
"PCNT","5116"
"PRMT2","3275"
"ESS2","8220"
"MRPL40","64976"
"CDC45","8318"
"DGCR6L","85359"
"SNAP29","9342"
"CRKL","1399"
"LZTR1","8216"
"THAP7-AS1","439931"
"SDF2L1","23753"
"PPIL2","23759"
"YPEL1","29799"
"MYO18B","84700"
"PITPNB","23760"
"TTC28","23331"
"HSCB","150274"
"CCDC117","150275"
"EWSR1","2130"
"NF2","4771"
"MTMR3","8897"
"DUSP18","150290"
"MORC2","22880"
"SMTN","6525"
"RTCB","51493"
"HMGXB4","10042"
"FOXRED2","80020"
"EIF3D","8664"
"TRIOBP","11078"
"GCAT","23464"
"GTPBP1","9567"
"PDGFB","5155"
"ATF4","468"
"RPS19BP1","91582"
"TNRC6B","23112"
"XPNPEP3","63929"
"RBX1","9978"
"L3MBTL2","83746"
"ZC3H7B","23264"
"TEF","7008"
"TOB2","10766"
"ACO2","50"
"POLR3H","171568"
"XRCC6","2547"
"CENPM","79019"
"POLDIP3","84271"
"MCAT","27349"
"NUP50-DT","100506714"
"GTSE1","51512"
"TBC1D22A","25771"
"CRELD2","79174"
"TUBGCP6","85378"
"NCAPH2","29781"
"TYMP","1890"
"CHKB-DT","100144603"
"CRBN","51185"
"ITPR1-DT","100996539"
"THUMPD3-AS1","440944"
"BRPF1","7862"
"RPUSD3","285367"
"CRELD1","78987"
"EMC3-AS1","442075"
"CIDECP1","152302"
"BRK1","55845"
"VHL","7428"
"TATDN2","9797"
"VGLL4","9686"
"TMEM40","55287"
"RPL32","6161"
"TMEM43","79188"
"SH3BP5","9467"
"HACL1","26061"
"DPH3","285381"
"TBC1D5","9779"
"RAB5A","5868"
"NR1D2","9975"
"RARB","5915"
"OXSM","54995"
"SLC4A7","9497"
"OSBPL10","114884"
"CMTM6","54918"
"CRTAP","10491"
"CLASP2","23122"
"PDCD6IP","10015"
"GOLGA4","2803"
"OXSR1","9943"
"CTNNB1","1499"
"SEC22C","9117"
"ABHD5","51099"
"TCAIM","285343"
"ZNF501","115560"
"KIF15","56992"
"CCDC12","151903"
"KIF9-AS1","285352"
"KLHL18","23276"
"PTPN23","25930"
"ELP6","54859"
"SMARCC1","6599"
"DHX30","22907"
"CDC25A","993"
"PLXNB1","5364"
"TMA7","51372"
"UQCRC1","7384"
"IP6K2","51447"
"PRKAR2A-AS1","100506637"
"ARIH2","10425"
"NDUFAF3","25915"
"QRICH1","54870"
"QARS1","5859"
"DAG1","1605"
"APEH","327"
"TUSC2","11334"
"C3orf18","51161"
"HEMK1","51409"
"DCAF1","9730"
"ABHD14A","25864"
"ABHD14B","84836"
"POC1A","25886"
"ALAS1","211"
"WDR82","80335"
"TNNC1","7134"
"DCP1A","55802"
"SELENOK","58515"
"ARHGEF3","50650"
"DENND6A","201627"
"SLMAP","7871"
"PTPRG","5793"
"ATXN7","6314"
"PSMD6","9861"
"MAGI1","9223"
"SLC25A26","115286"
"LRIG1","26018"
"KBTBD8","84541"
"SHQ1","55164"
"PPP4R2","151987"
"ROBO1","6091"
"CGGBP1","8545"
"ARL13B","200894"
"ST3GAL6","10402"
"FILIP1L","11259"
"LNP1","348801"
"TMEM45A","55076"
"TFG","10342"
"SENP7","57337"
"SLC35A5","55032"
"GTPBP8","29083"
"ATP6V1A","523"
"CCDC191","57577"
"IGSF11","152404"
"TMEM39A","55254"
"TIMMDC1","51300"
"NDUFB4","4710"
"RABL3","285282"
"GOLGB1","2804"
"MIX23","131076"
"KPNA1","3836"
"UMPS","7372"
"RUVBL1","8607"
"COPG1","22820"
"H1-10-AS1","339942"
"IFT122","55764"
"PIK3R4","30849"
"UBA5","79876"
"CDV3","55573"
"TOPBP1","11073"
"AMOTL2","51421"
"ANAPC13","25847"
"MSL2","55167"
"NCK1-DT","101927597"
"DZIP1L","199221"
"ARMC8","25852"
"SLC25A36","55186"
"SPSB4","92369"
"ATP1B3","483"
"ATR","545"
"PLS1","5357"
"DIPK2A","205428"
"COMMD2","51122"
"EIF2A","83939"
"MED12L","116931"
"MBNL1","4154"
"TIPARP","25976"
"LINC00886","730091"
"RSRC1","51319"
"MLF1-DT","100996447"
"GFM1","85476"
"MFSD1","64747"
"SMC4","10051"
"PPM1L","151742"
"MECOM","2122"
"PRKCI","5584"
"ZNF639","51193"
"ACTL6A","86"
"NDUFB5","4711"
"PARL","55486"
"ABCC5","10057"
"PSMD2","5708"
"VPS8","23355"
"IGF2BP2","10644"
"TRA2B","6434"
"TBCCD1","55171"
"EIF4A2","1974"
"HES1","3280"
"TMEM44","93109"
"LSG1","55341"
"XXYLT1","152002"
"PPP1R2","5504"
"SDHAP1","255812"
"PCYT1A","5130"
"FBXO45","200933"
"CEP19","84984"
"NCBP2AS2","152217"
"RPL35A","6165"
"ZNF718","255403"
"ZNF721","170960"
"MYL5","4636"
"PCGF3-AS1","100129917"
"CTBP1","1487"
"UVSSA","57654"
"NELFA","7469"
"RNF4","6047"
"MSX1","4487"
"MRFAP1","93621"
"BLOC1S4","55330"
"KIAA0232","9778"
